"","player_id","player_name","cluster","player_team","dob","height"
"363",12080,"Josh Jenkins",7,"Adelaide",1989-02-08,200
"364",12081,"Andrew Phillips",2,"Essendon",1991-07-03,201
"365",12081,"Andrew Phillips",2,"Carlton",1991-07-03,201
"366",12082,"Dayne Zorko",4,"Brisbane Lions",1989-02-09,175
"367",12086,"Alex Sexton",7,"Gold Coast",1993-12-03,186
"368",12087,"Matt Buntine",1,"Greater Western Sydney",1993-10-19,189
"369",12091,"Jamie Elliott",7,"Collingwood",1992-08-21,178
"370",12092,"Marley Williams",1,"North Melbourne",1993-07-22,181
"371",12093,"Elliot Yeo",4,"West Coast",1993-10-01,190
"372",12094,"Lincoln McCarthy",7,"Brisbane Lions",1993-10-22,176
"373",12094,"Lincoln McCarthy",7,"Geelong",1993-10-22,176
"374",12096,"Nick Haynes",3,"Greater Western Sydney",1992-05-18,193
"375",12097,"Hayden Crozier",3,"Western Bulldogs",1993-12-24,185
"376",12097,"Hayden Crozier",3,"Fremantle",1993-12-24,185
"377",12099,"Jonathon Patton",7,"Hawthorn",1993-05-20,198
"378",12099,"Jonathon Patton",7,"Greater Western Sydney",1993-05-20,198
"379",12102,"Sam Gibson",3,"North Melbourne",1986-05-27,185
"380",12102,"Sam Gibson",3,"Adelaide",1986-05-27,185
"381",12103,"Tom Campbell",2,"North Melbourne",1991-11-02,201
"382",12103,"Tom Campbell",2,"Western Bulldogs",1991-11-02,201
"383",12105,"Todd Elton",6,"Richmond",1993-04-29,197
"384",12107,"Jordan Murdoch",5,"Gold Coast",1992-03-23,190
"385",12107,"Jordan Murdoch",5,"Geelong",1992-03-23,190
"386",12111,"Cam Sutcliffe",6,"Fremantle",1992-05-23,186
"387",12111,"Cam Sutcliffe",6,"Port Adelaide",1992-05-23,186
"388",12113,"Mark Baguley",5,"Essendon",1987-05-21,178
"389",12116,"Josh Walker",1,"North Melbourne",1992-11-12,197
"390",12116,"Josh Walker",1,"Brisbane Lions",1992-11-12,197
"391",12119,"Luke Brown",1,"Adelaide",1992-09-22,181
"392",12120,"Tom Bell",5,"Brisbane Lions",1991-06-13,188
"393",12121,"Levi Casboult",7,"Carlton",1990-03-15,201
"394",12124,"Sam Frost",1,"Hawthorn",1993-08-28,194
"395",12124,"Sam Frost",1,"Melbourne",1993-08-28,194
"396",12128,"Jason Johannisen",3,"Western Bulldogs",1992-11-08,180
"397",12133,"Lin Jong",5,"Western Bulldogs",1993-06-04,188
"398",12134,"Fletcher Roberts",1,"Western Bulldogs",1993-06-03,196
"399",12138,"Sebastian Ross",4,"St Kilda",1993-05-07,188
"400",12140,"Jackson Merrett",6,"Essendon",1993-02-27,184
"401",12141,"Tommy Sheridan",6,"Fremantle",1993-10-28,187
"402",12141,"Tommy Sheridan",6,"Greater Western Sydney",1993-10-28,187
"403",12146,"Lachie Plowman",1,"Carlton",1994-09-11,193
"404",12147,"Lachie Whitfield",4,"Greater Western Sydney",1994-07-18,187
"405",12148,"Dane Rampe",1,"Sydney",1990-06-02,187
"406",12149,"Jaeger O'Meara",4,"Hawthorn",1994-02-23,183
"407",12151,"Jimmy Toumpas",3,"Port Adelaide",1994-01-02,183
"408",12152,"Jack Viney",4,"Melbourne",1994-04-13,178
"409",12154,"Jake Neade",5,"Port Adelaide",1994-05-29,171
"410",12155,"Ollie Wines",4,"Port Adelaide",1994-10-07,187
"411",12157,"Jack Frost",6,"Brisbane Lions",1992-02-25,195
"412",12158,"Josh Thomas",5,"Collingwood",1991-10-01,178
"413",12159,"Jed Anderson",4,"North Melbourne",1994-02-02,179
"414",12160,"Mark Blicavs",1,"Geelong",1991-03-28,198
"415",12161,"Brad Crouch",4,"Adelaide",1994-01-14,186
"416",12163,"Sam Rowe",1,"Carlton",1987-11-19,199
"417",12163,"Sam Rowe",1,"St Kilda",1987-11-19,199
"418",12164,"Callum Sinclair",2,"Sydney",1989-09-23,200
"419",12166,"Nathan Wright",6,"St Kilda",1994-02-16,185
"420",12167,"Dylan Buckley",6,"Carlton",1993-03-16,179
"421",12167,"Dylan Buckley",6,"Greater Western Sydney",1993-03-16,179
"422",12168,"Sam Mayes",3,"Port Adelaide",1994-05-20,187
"423",12168,"Sam Mayes",3,"Brisbane Lions",1994-05-20,187
"424",12169,"Taylor Duryea",3,"Western Bulldogs",1991-04-24,179
"425",12169,"Taylor Duryea",3,"Hawthorn",1991-04-24,179
"426",12171,"Rory Laird",3,"Adelaide",1993-12-29,177
"427",12172,"Jack Macrae",4,"Western Bulldogs",1994-08-03,191
"428",12173,"Jake Stringer",7,"Essendon",1994-04-25,192
"429",12173,"Jake Stringer",7,"Western Bulldogs",1994-04-25,192
"430",12174,"Majak Daw",2,"North Melbourne",1991-03-11,195
"431",12175,"Sam Docherty",3,"Carlton",1993-10-17,187
"432",12176,"Marco Paparone",3,"Brisbane Lions",1994-09-03,195
"433",12180,"Nick Vlastuin",3,"Richmond",1994-04-19,187
"434",12181,"Zac Williams",3,"Greater Western Sydney",1994-09-20,185
"435",12184,"Jarrod Witts",2,"Gold Coast",1992-09-13,209
"436",12185,"Aidan Corr",1,"Greater Western Sydney",1994-05-17,195
"437",12187,"Jesse Lonergan",5,"Gold Coast",1994-11-14,184
"438",12188,"Jed Lamb",5,"Carlton",1992-10-19,181
"439",12190,"Dean Kent",7,"St Kilda",1994-02-24,180
"440",12190,"Dean Kent",7,"Melbourne",1994-02-24,180
"441",12191,"Jackson Thurlow",3,"Geelong",1994-03-28,190
"442",12191,"Jackson Thurlow",3,"Sydney",1994-03-28,190
"443",12193,"Mark Hutchings",5,"West Coast",1991-05-25,182
"444",12194,"Jimmy Webster",3,"St Kilda",1993-06-28,188
"445",12195,"Troy Menzel",6,"Adelaide",1994-09-22,187
"446",12197,"Nathan Hrovat",5,"North Melbourne",1994-06-07,175
"447",12201,"Tom Mitchell",4,"Hawthorn",1993-05-31,182
"448",12205,"Joe Daniher",7,"Essendon",1994-03-04,200
"449",12206,"Brandon Jack",6,"Sydney",1994-05-25,182
"450",12208,"Adam Oxley",1,"Collingwood",1992-11-01,193
"451",12210,"Lachie Hunter",4,"Western Bulldogs",1994-12-13,183
"452",12211,"Matt Taberner",7,"Fremantle",1993-06-17,198
"453",12216,"Jonathon Ceglar",2,"Hawthorn",1991-02-14,204
"454",12218,"Jonathan ORourke",5,"Hawthorn",1994-04-21,184
"455",12220,"Will Langford",5,"Hawthorn",1992-07-03,187
"456",12223,"Brodie Grundy",2,"Collingwood",1994-04-15,203
"457",12224,"Kyle Hartigan",1,"Adelaide",1991-11-07,194
"458",12225,"Darren Minchington",5,"St Kilda",1993-12-09,179
"459",12225,"Darren Minchington",5,"Hawthorn",1993-12-09,179
"460",12227,"Taylor Garner",5,"North Melbourne",1994-01-08,187
"461",12230,"Nick Graham",5,"Carlton",1994-06-12,182
"462",12235,"Shane Biggs",3,"Western Bulldogs",1991-08-05,187
"463",12239,"James Stewart",7,"Essendon",1994-03-04,199
"464",12240,"Tom Langdon",3,"Collingwood",1994-06-09,190
"465",12242,"Sean Lemmens",6,"Gold Coast",1994-11-02,184
"466",12243,"Jack Martin",5,"Carlton",1995-01-29,186
"467",12243,"Jack Martin",5,"Gold Coast",1995-01-29,186
"468",12244,"Tom Clurey",1,"Port Adelaide",1994-03-23,193
"469",12245,"Jarman Impey",5,"Hawthorn",1995-07-09,178
"470",12245,"Jarman Impey",5,"Port Adelaide",1995-07-09,178
"471",12246,"Luke McDonald",3,"North Melbourne",1995-02-09,189
"472",12247,"Patrick Ambrose",1,"Essendon",1991-09-01,191
"473",12248,"Martin Gleeson",1,"Essendon",1994-08-25,191
"474",12249,"Zach Merrett",4,"Essendon",1995-10-03,180
"475",12250,"Tim O'Brien",7,"Hawthorn",1994-03-28,193
"476",12252,"James Aish",3,"Fremantle",1995-11-08,183
"477",12252,"James Aish",3,"Collingwood",1995-11-08,183
"478",12253,"Michael Close",7,"Brisbane Lions",1994-07-30,197
"479",12254,"Lewis Taylor",5,"Sydney",1995-02-17,175
"480",12254,"Lewis Taylor",5,"Brisbane Lions",1995-02-17,175
"481",12255,"Jack Billings",4,"St Kilda",1995-08-18,184
"482",12256,"Luke Dunstan",4,"St Kilda",1995-01-29,185
"483",12259,"Jay Kennedy Harris",5,"Melbourne",1995-03-21,173
"484",12260,"Dom Sheed",4,"West Coast",1995-04-10,185
"485",12262,"Josh Kelly",4,"Greater Western Sydney",1995-02-12,184
"486",12263,"Kade Kolodjashnij",1,"Gold Coast",1995-08-09,190
"487",12263,"Kade Kolodjashnij",1,"Melbourne",1995-08-09,190
"488",12264,"Daniel Currie",2,"Gold Coast",1989-02-15,201
"489",12265,"Matt Crouch",4,"Adelaide",1995-04-21,182
"490",12268,"Sam Lloyd",7,"Richmond",1990-03-03,180
"491",12268,"Sam Lloyd",7,"Western Bulldogs",1990-03-03,180
"492",12269,"Patrick Cripps",4,"Carlton",1995-03-18,195
"493",12270,"Sam Gray",5,"Sydney",1992-02-01,176
"494",12270,"Sam Gray",5,"Port Adelaide",1992-02-01,176
"495",12271,"Tom Cutler",3,"Essendon",1995-02-20,192
"496",12271,"Tom Cutler",3,"Brisbane Lions",1995-02-20,192
"497",12272,"Nick Robertson",1,"Brisbane Lions",1995-06-03,191
"498",12274,"Darcy Gardiner",1,"Brisbane Lions",1995-09-22,193
"499",12275,"Jake Lloyd",3,"Sydney",1993-09-20,181
"500",12276,"Tom Boyd",2,"Western Bulldogs",1995-08-22,200
"501",12277,"Marcus Bontempelli",4,"Western Bulldogs",1995-11-24,193
"502",12278,"Mitch Hallahan",5,"Gold Coast",1992-08-23,182
"503",12279,"Jeremy McGovern",1,"West Coast",1992-04-15,196
"504",12280,"Christian Salem",3,"Melbourne",1995-07-15,183
"505",12281,"Billy Hartung",5,"Hawthorn",1995-01-24,177
"506",12281,"Billy Hartung",5,"North Melbourne",1995-01-24,177
"507",12282,"Blake Acres",5,"Fremantle",1995-10-07,191
"508",12282,"Blake Acres",5,"St Kilda",1995-10-07,191
"509",12284,"Charlie Cameron",7,"Brisbane Lions",1994-07-05,181
"510",12284,"Charlie Cameron",7,"Adelaide",1994-07-05,181
"511",12285,"Ben Lennon",6,"Richmond",1995-07-05,188
"512",12286,"Jed Bews",1,"Geelong",1993-12-14,186
"513",12289,"Rory Lobb",2,"Fremantle",1993-02-09,206
"514",12289,"Rory Lobb",2,"Greater Western Sydney",1993-02-09,206
"515",12290,"Cameron Ellis-Yolmen",4,"Brisbane Lions",1993-01-28,190
"516",12290,"Cameron Ellis-Yolmen",4,"Adelaide",1993-01-28,190
"517",12292,"Darcy Lang",6,"Geelong",1995-11-21,183
"518",12292,"Darcy Lang",6,"Carlton",1995-11-21,183
"519",12293,"Tim Broomhead",6,"Collingwood",1994-03-22,182
"520",12294,"Zak Jones",4,"St Kilda",1995-03-15,181
"521",12294,"Zak Jones",4,"Sydney",1995-03-15,181
"522",12295,"Shane Kersten",1,"Fremantle",1993-03-15,191
"523",12296,"Ben Brown",7,"North Melbourne",1992-11-20,200
"524",12297,"Daniel McStay",7,"Brisbane Lions",1995-06-24,195
"525",12299,"Mitch Honeychurch",5,"Western Bulldogs",1995-03-02,175
"526",12300,"Dom Barry",5,"Port Adelaide",1994-03-07,179
"527",12302,"Michael Apeness",2,"Fremantle",1995-01-28,200
"528",12303,"Jack Redpath",7,"Western Bulldogs",1990-12-13,194
"529",12304,"Dean Towers",5,"Sydney",1990-05-04,189
"530",12307,"Tim Membrey",7,"St Kilda",1994-05-26,190
"531",12308,"Orazio Fantasia",7,"Essendon",1995-09-14,178
"532",12309,"Kayne Turner",5,"North Melbourne",1995-12-31,180
"533",12310,"Ciaran Sheehan",1,"Carlton",1990-11-19,189
"534",12314,"Nick Holman",5,"Gold Coast",1995-05-29,189
"535",12315,"Jack Leslie",1,"Gold Coast",1995-04-27,198
"536",12316,"Jackson Ramsay",1,"Collingwood",1994-11-20,184
"537",12319,"Sam Naismith",2,"Sydney",1992-07-16,206
"538",12321,"Mason Wood",7,"North Melbourne",1993-09-13,192
"539",12322,"Cam McCarthy",7,"Fremantle",1995-04-01,192
"540",12324,"Kamdyn McIntosh",5,"Richmond",1994-04-03,191
"541",12325,"Angus Brayshaw",4,"Melbourne",1996-01-09,187
"542",12326,"Jesse Hogan",7,"Melbourne",1995-02-12,195
"543",12326,"Jesse Hogan",7,"Fremantle",1995-02-12,195
"544",12327,"Aaron vandenBerg",5,"Melbourne",1992-03-03,188
"545",12328,"Jarrod Garlett",6,"Carlton",1996-05-03,180
"546",12329,"Touk Miller",4,"Gold Coast",1996-02-22,178
"547",12330,"Adam Saad",3,"Gold Coast",1994-07-23,178
"548",12330,"Adam Saad",3,"Essendon",1994-07-23,178
"549",12331,"Isaac Heeney",4,"Sydney",1996-05-05,186
"550",12333,"Jordan De Goey",7,"Collingwood",1996-03-15,188
"551",12335,"Jackson Nelson",1,"West Coast",1996-03-15,187
"552",12336,"Jack Lonie",7,"St Kilda",1996-08-13,175
"553",12337,"Jack Sinclair",5,"St Kilda",1995-02-12,181
"554",12338,"Nakia Cockatoo",6,"Geelong",1996-10-23,186
"555",12339,"Cory Gregson",6,"Geelong",1996-09-04,175
"556",12340,"Liam Duggan",3,"West Coast",1996-12-11,184
"557",12341,"Kane Lambert",4,"Richmond",1991-11-26,178
"558",12342,"James Sicily",3,"Hawthorn",1995-01-06,186
"559",12343,"Paddy McCartin",7,"St Kilda",1996-04-19,194
"560",12344,"Ciaran Byrne",1,"Carlton",1994-12-06,187
"561",12345,"Jake Kelly",1,"Adelaide",1995-01-21,190
"562",12346,"Brendon Ah Chee",5,"West Coast",1993-12-21,189
"563",12346,"Brendon Ah Chee",5,"Port Adelaide",1993-12-21,189
"564",12347,"Harris Andrews",1,"Brisbane Lions",1996-12-11,201
"565",12348,"Lukas Webb",6,"Western Bulldogs",1996-03-04,187
"566",12350,"Blaine Boekhorst",5,"Carlton",1993-09-02,187
"567",12352,"Fraser McInnes",6,"West Coast",1993-07-19,198
"568",12353,"Trent Dumont",4,"North Melbourne",1995-06-30,186
"569",12354,"Corey Ellis",6,"Richmond",1996-10-09,184
"570",12354,"Corey Ellis",6,"Gold Coast",1996-10-09,184
"571",12356,"Henry Schade",1,"Collingwood",1993-10-08,197
"572",12357,"Daniel McKenzie",1,"St Kilda",1996-05-17,185
"573",12358,"Kyle Langford",5,"Essendon",1996-12-01,191
"574",12359,"Jake Lever",1,"Melbourne",1996-03-05,195
"575",12359,"Jake Lever",1,"Adelaide",1996-03-05,195
"576",12360,"Billy Stretch",5,"Melbourne",1996-09-08,180
"577",12361,"Alex Pearce",1,"Fremantle",1995-06-09,201
"578",12362,"Bailey Dale",7,"Western Bulldogs",1996-07-22,183
"579",12364,"Connor Menadue",5,"Richmond",1996-09-19,187
"580",12365,"Karl Amon",5,"Port Adelaide",1995-08-19,181
"581",12366,"Liam Dawson",1,"Brisbane Lions",1996-01-23,189
"582",12367,"Dan Robinson",6,"Sydney",1994-07-03,184
"583",12368,"Daniel Howe",5,"Hawthorn",1995-12-04,191
"584",12369,"Keegan Brooksby",2,"Hawthorn",1990-04-27,197
"585",12369,"Keegan Brooksby",2,"Gold Coast",1990-04-27,197
"586",12370,"Joel Hamling",1,"Fremantle",1993-04-09,194
"587",12371,"Peter Wright",7,"Gold Coast",1996-09-08,203
"588",12373,"Toby McLean",5,"Western Bulldogs",1996-01-31,180
"589",12375,"Alex Neal-Bullen",5,"Melbourne",1996-01-09,182
"590",12376,"Caleb Marchbank",1,"Carlton",1996-12-07,193
"591",12377,"Jack Steele",4,"St Kilda",1995-12-13,187
"592",12378,"Jake Kolodjashnij",1,"Geelong",1995-08-09,193
"593",12379,"Toby Nankervis",2,"Richmond",1994-08-12,199
"594",12380,"Brayden Maynard",3,"Collingwood",1996-09-20,189
"595",12381,"Darcy Moore",1,"Collingwood",1996-01-25,203
"596",12382,"Caleb Daniel",3,"Western Bulldogs",1996-07-07,168
"597",12384,"Jayden Laverde",7,"Essendon",1996-04-12,191
"598",12385,"James Harmes",5,"Melbourne",1995-10-05,185
"599",12387,"Riley Knight",5,"Adelaide",1995-03-27,181
"600",12389,"Rory Atkins",3,"Adelaide",1994-07-12,186
"601",12390,"Hugh Goddard",6,"St Kilda",1996-08-24,198
"602",12390,"Hugh Goddard",6,"Carlton",1996-08-24,198
"603",12391,"Tom Barrass",1,"West Coast",1995-10-08,196
"604",12392,"Matthew Scharenberg",1,"Collingwood",1995-09-18,191
"605",12393,"Lachie Weller",3,"Gold Coast",1996-02-23,181
"606",12393,"Lachie Weller",3,"Fremantle",1996-02-23,181
"607",12394,"Jonathon Marsh",6,"St Kilda",1995-10-17,194
"608",12396,"James Rose",6,"Sydney",1996-04-16,186
"609",12398,"Roarke Smith",6,"Western Bulldogs",1996-09-11,181
"610",12399,"Zaine Cordy",1,"Western Bulldogs",1996-10-27,193
"611",12400,"Conor McKenna",3,"Essendon",1996-03-28,184
"612",12401,"Ed Langdon",3,"Melbourne",1996-02-01,182
"613",12401,"Ed Langdon",3,"Fremantle",1996-02-01,182
"614",12402,"Oscar McDonald",1,"Melbourne",1996-03-18,196
"615",12404,"Connor Blakely",3,"Fremantle",1996-03-02,188
"616",12405,"Brady Grey",6,"Fremantle",1995-07-20,182
"617",12406,"Ethan Hughes",1,"Fremantle",1994-12-07,188
"618",12407,"Mitch White",6,"Melbourne",1996-04-10,188
"619",12408,"Jake Barrett",5,"Brisbane Lions",1995-11-08,183
"620",12409,"Daniel Rioli",5,"Richmond",1997-04-16,179
"621",12410,"Jacob Weitering",1,"Carlton",1997-11-23,196
"622",12411,"Clayton Oliver",4,"Melbourne",1997-07-22,187
"623",12412,"Callum Ah Chee",5,"Brisbane Lions",1997-10-09,182
"624",12412,"Callum Ah Chee",5,"Gold Coast",1997-10-09,182
"625",12413,"Anthony McDonald-Tipungwuti",7,"Essendon",1993-04-22,171
"626",12414,"Darcy Parish",4,"Essendon",1997-07-25,181
"627",12415,"Mitch McGovern",7,"Carlton",1994-10-11,191
"628",12415,"Mitch McGovern",7,"Adelaide",1994-10-11,191
"629",12416,"Wayne Milera",3,"Adelaide",1997-09-14,184
"630",12417,"George Hewett",5,"Sydney",1995-12-29,187
"631",12418,"Callum Mills",3,"Sydney",1997-04-02,189
"632",12419,"Tom Papley",7,"Sydney",1996-07-13,178
"633",12420,"Marcus Adams",1,"Brisbane Lions",1993-06-30,192
"634",12420,"Marcus Adams",1,"Western Bulldogs",1993-06-30,192
"635",12421,"Josh Dunkley",4,"Western Bulldogs",1997-01-09,190
"636",12422,"Jade Gresham",4,"St Kilda",1997-08-24,179
"637",12423,"Josh Schache",7,"Western Bulldogs",1997-08-21,199
"638",12423,"Josh Schache",7,"Brisbane Lions",1997-08-21,199
"639",12424,"Marc Pittonet",2,"Carlton",1996-06-03,202
"640",12424,"Marc Pittonet",2,"Hawthorn",1996-06-03,202
"641",12425,"Jayden Short",3,"Richmond",1996-01-24,178
"642",12426,"Dougal Howard",1,"St Kilda",1996-03-25,199
"643",12426,"Dougal Howard",1,"Port Adelaide",1996-03-25,199
"644",12427,"Michael Hartley",1,"Hawthorn",1993-06-07,198
"645",12427,"Michael Hartley",1,"Essendon",1993-06-07,198
"646",12428,"Charlie Curnow",7,"Carlton",1997-02-03,192
"647",12429,"Darcy Byrne-Jones",3,"Port Adelaide",1995-09-20,181
"648",12431,"Josh Wagner",1,"Melbourne",1994-06-24,189
"649",12432,"Tom Ruggles",1,"Geelong",1992-04-25,186
"650",12433,"Jayden Hunt",5,"Melbourne",1995-04-03,187
"651",12434,"Darcy Tucker",5,"Fremantle",1997-01-23,184
"652",12435,"Mason Cox",7,"Collingwood",1991-03-14,211
"653",12436,"Josh Smith",5,"Collingwood",1994-01-02,180
"654",12436,"Josh Smith",5,"West Coast",1994-01-02,180
"655",12437,"Christian Petracca",4,"Melbourne",1996-01-04,186
"656",12439,"Mackenzie Willis",6,"Gold Coast",1995-08-07,182
"657",12440,"Jason Castagna",7,"Richmond",1996-07-12,181
"658",12441,"Ben Keays",5,"Adelaide",1997-02-23,185
"659",12441,"Ben Keays",5,"Brisbane Lions",1997-02-23,185
"660",12442,"Aliir Aliir",1,"Sydney",1994-09-05,195
"661",12443,"Kaiden Brand",1,"Sydney",1994-04-08,198
"662",12443,"Kaiden Brand",1,"Hawthorn",1994-04-08,198
"663",12444,"Ben Crocker",6,"Collingwood",1997-02-19,188
"664",12444,"Ben Crocker",6,"Adelaide",1997-02-19,188
"665",12445,"Mason Redman",3,"Essendon",1997-08-26,187
"666",12446,"Darcy MacPherson",5,"Gold Coast",1997-10-29,174
"667",12447,"Jacob Hopper",4,"Greater Western Sydney",1997-02-06,187
"668",12449,"Bailey Williams",3,"Western Bulldogs",1997-10-10,187
"669",12450,"Rhys Mathieson",5,"Brisbane Lions",1997-01-10,188
"670",12452,"Harrison Marsh",1,"Sydney",1994-01-13,189
"671",12453,"Sam Collins",1,"Gold Coast",1994-06-15,194
"672",12453,"Sam Collins",1,"Fremantle",1994-06-15,194
"673",12454,"Tom Cole",1,"West Coast",1997-05-28,186
"674",12455,"Kade Stewart",6,"Hawthorn",1997-01-16,180
"675",12456,"Jarrad Jansen",6,"Brisbane Lions",1995-05-02,192
"676",12457,"Jesse Joyce",1,"Gold Coast",1997-08-17,191
"677",12458,"Logan Austin",1,"Port Adelaide",1995-07-08,196
"678",12458,"Logan Austin",1,"St Kilda",1995-07-08,196
"679",12459,"Lewis Pierce",2,"St Kilda",1994-11-16,203
"680",12460,"Tom Phillips",3,"Collingwood",1996-05-07,187
"681",12461,"Corey Wagner",6,"North Melbourne",1997-03-23,181
"682",12461,"Corey Wagner",6,"Melbourne",1997-03-23,181
"683",12462,"Eric Hipwood",7,"Brisbane Lions",1997-09-13,204
"684",12463,"Matthew Kennedy",5,"Greater Western Sydney",1997-04-06,190
"685",12463,"Matthew Kennedy",5,"Carlton",1997-04-06,190
"686",12464,"Nathan Broad",1,"Richmond",1993-04-15,192
"687",12465,"Matthew Hammelmann",6,"Brisbane Lions",1996-03-08,198
"688",12466,"Jack Silvagni",6,"Carlton",1997-12-17,194
"689",12468,"Oleg Markov",6,"Richmond",1996-05-08,188
"690",12469,"Ryan Clarke",5,"Sydney",1997-06-17,186
"691",12469,"Ryan Clarke",5,"North Melbourne",1997-06-17,186
"692",12470,"Harry Himmelberg",7,"Greater Western Sydney",1996-05-08,194
"693",12471,"Jordan Foote",6,"Sydney",1996-01-02,184
"694",12472,"Josh Schoenfeld",6,"Gold Coast",1997-07-03,186
"695",12474,"Sam Menegola",4,"Geelong",1992-03-07,189
"696",12475,"Aaron Francis",1,"Essendon",1997-08-10,192
"697",12477,"Blake Hardwick",1,"Hawthorn",1997-02-05,181
"698",12478,"Rupert Wills",5,"Collingwood",1993-05-20,192
"699",12479,"Malcolm Karpany",6,"West Coast",1995-06-01,177
"700",12480,"Archie Smith",2,"Brisbane Lions",1995-07-19,203
"701",12481,"Sam Weideman",7,"Melbourne",1997-06-26,195
"702",12482,"Kurt Heatherley",1,"Hawthorn",1995-01-01,193
"703",12483,"Reilly O'Brien",2,"Adelaide",1995-08-20,202
"704",12484,"David Cuningham",5,"Carlton",1997-03-30,185
"705",12485,"Ryan Burton",3,"Port Adelaide",1997-01-31,191
"706",12485,"Ryan Burton",3,"Hawthorn",1997-01-31,191
"707",12487,"Jake Long",5,"Essendon",1996-02-03,185
"708",12488,"Callum Moore",6,"Richmond",1996-09-03,193
"709",12488,"Callum Moore",6,"Carlton",1996-09-03,193
"710",12489,"Brayden Fiorini",3,"Gold Coast",1997-08-22,186
"711",12491,"Mabior Chol",6,"Richmond",1997-01-29,200
"712",12492,"Riley Bonner",3,"Port Adelaide",1997-03-07,190
"713",12493,"Will Snelling",5,"Essendon",1997-08-06,175
"714",12494,"Brandon White",1,"St Kilda",1997-01-13,188
"715",12495,"Harrison Macreadie",1,"Carlton",1998-04-11,198
"716",12496,"Sam Petrevski-Seton",5,"Carlton",1998-02-19,182
"717",12497,"Jarrod Pickett",6,"Carlton",1996-08-18,178
"718",12498,"Dan Butler",5,"St Kilda",1996-06-03,182
"719",12498,"Dan Butler",5,"Richmond",1996-06-03,182
"720",12499,"Mitch Hannan",6,"Melbourne",1994-03-09,189
"721",12500,"Joel Smith",1,"Melbourne",1996-02-25,191
"722",12501,"Oliver Florent",5,"Sydney",1998-07-22,185
"723",12502,"Brett Eddy",7,"Port Adelaide",1989-08-26,193
"724",12503,"Dan Houston",3,"Port Adelaide",1997-05-12,186
