"","season","match_date","match_round","player_team","bookmaker_prob_win"
"1131",2019,"2019-08-03",20,"Adelaide",0.73
"1132",2019,"2019-08-03",20,"St Kilda",0.27
"1133",2019,"2019-08-04",20,"Collingwood",0.87
"1134",2019,"2019-08-04",20,"Gold Coast",0.13
"1135",2019,"2019-08-04",20,"West Coast",0.74
"1136",2019,"2019-08-04",20,"Carlton",0.26
"1137",2019,"2019-08-04",20,"Brisbane Lions",0.7
"1138",2019,"2019-08-04",20,"Western Bulldogs",0.3
"1139",2019,"2019-08-09",21,"Hawthorn",0.34
"1140",2019,"2019-08-09",21,"Greater Western Sydney",0.66
"1141",2019,"2019-08-10",21,"Collingwood",0.64
"1142",2019,"2019-08-10",21,"Melbourne",0.36
"1143",2019,"2019-08-10",21,"Port Adelaide",0.73
"1144",2019,"2019-08-10",21,"Sydney",0.27
"1145",2019,"2019-08-10",21,"Brisbane Lions",0.93
"1146",2019,"2019-08-10",21,"Gold Coast",0.07
"1147",2019,"2019-08-10",21,"Western Bulldogs",0.57
"1148",2019,"2019-08-10",21,"Essendon",0.43
"1149",2019,"2019-08-10",21,"Geelong",0.72
"1150",2019,"2019-08-10",21,"North Melbourne",0.28
"1151",2019,"2019-08-11",21,"St Kilda",0.64
"1152",2019,"2019-08-11",21,"Fremantle",0.36
"1153",2019,"2019-08-11",21,"Richmond",0.78
"1154",2019,"2019-08-11",21,"Carlton",0.22
"1155",2019,"2019-08-11",21,"West Coast",0.81
"1156",2019,"2019-08-11",21,"Adelaide",0.19
"1157",2019,"2019-08-16",22,"Sydney",0.43
"1158",2019,"2019-08-16",22,"Melbourne",0.57
"1159",2019,"2019-08-17",22,"Carlton",0.48
"1160",2019,"2019-08-17",22,"St Kilda",0.52
"1161",2019,"2019-08-17",22,"Brisbane Lions",0.58
"1162",2019,"2019-08-17",22,"Geelong",0.42
"1163",2019,"2019-08-17",22,"Collingwood",0.42
"1164",2019,"2019-08-17",22,"Adelaide",0.58
"1165",2019,"2019-08-17",22,"North Melbourne",0.45
"1166",2019,"2019-08-17",22,"Port Adelaide",0.55
"1167",2019,"2019-08-17",22,"Essendon",0.42
"1168",2019,"2019-08-17",22,"Fremantle",0.58
"1169",2019,"2019-08-18",22,"Richmond",0.62
"1170",2019,"2019-08-18",22,"West Coast",0.38
"1171",2019,"2019-08-18",22,"Western Bulldogs",0.45
"1172",2019,"2019-08-18",22,"Greater Western Sydney",0.55
"1173",2019,"2019-08-18",22,"Hawthorn",0.93
"1174",2019,"2019-08-18",22,"Gold Coast",0.07
"1175",2019,"2019-08-25",23,"Richmond",0.71
"1176",2019,"2019-08-25",23,"Brisbane Lions",0.29
"1177",2019,"2019-08-24",23,"Hawthorn",0.23
"1178",2019,"2019-08-24",23,"West Coast",0.77
"1179",2019,"2019-08-24",23,"North Melbourne",0.75
"1180",2019,"2019-08-24",23,"Melbourne",0.25
"1181",2019,"2019-08-24",23,"Greater Western Sydney",0.89
"1182",2019,"2019-08-24",23,"Gold Coast",0.11
"1183",2019,"2019-08-25",23,"Port Adelaide",0.76
"1184",2019,"2019-08-25",23,"Fremantle",0.24
"1185",2019,"2019-08-24",23,"Geelong",0.83
"1186",2019,"2019-08-24",23,"Carlton",0.17
"1187",2019,"2019-08-23",23,"Collingwood",0.82
"1188",2019,"2019-08-23",23,"Essendon",0.18
"1189",2019,"2019-08-25",23,"Western Bulldogs",0.71
"1190",2019,"2019-08-25",23,"Adelaide",0.29
"1191",2019,"2019-08-24",23,"Sydney",0.7
"1192",2019,"2019-08-24",23,"St Kilda",0.3
"1193",2020,"2020-03-19",1,"Richmond",0.77
"1194",2020,"2020-03-19",1,"Carlton",0.23
"1195",2020,"2020-03-20",1,"Collingwood",0.48
"1196",2020,"2020-03-20",1,"Western Bulldogs",0.52
"1197",2020,"2020-03-21",1,"Essendon",0.68
"1198",2020,"2020-03-21",1,"Fremantle",0.32
"1199",2020,"2020-03-21",1,"Sydney",0.43
"1200",2020,"2020-03-21",1,"Adelaide",0.57
"1201",2020,"2020-03-21",1,"Greater Western Sydney",0.63
"1202",2020,"2020-03-21",1,"Geelong",0.37
"1203",2020,"2020-03-21",1,"Port Adelaide",0.7
"1204",2020,"2020-03-21",1,"Gold Coast",0.3
"1205",2020,"2020-03-22",1,"North Melbourne",0.54
"1206",2020,"2020-03-22",1,"St Kilda",0.46
"1207",2020,"2020-03-22",1,"Hawthorn",0.54
"1208",2020,"2020-03-22",1,"Brisbane Lions",0.46
"1209",2020,"2020-03-22",1,"West Coast",0.73
"1210",2020,"2020-03-22",1,"Melbourne",0.27
"1211",2020,"2020-06-11",2,"Collingwood",0.39
"1212",2020,"2020-06-12",2,"Geelong",0.58
"1213",2020,"2020-06-12",2,"Hawthorn",0.42
"1214",2020,"2020-06-13",2,"Brisbane Lions",0.74
"1215",2020,"2020-06-13",2,"Fremantle",0.26
"1216",2020,"2020-06-13",2,"Melbourne",0.58
"1217",2020,"2020-06-13",2,"Carlton",0.42
"1218",2020,"2020-06-13",2,"Gold Coast",0.16
"1219",2020,"2020-06-13",2,"West Coast",0.84
"1220",2020,"2020-06-13",2,"Port Adelaide",0.66
"1221",2020,"2020-06-13",2,"Adelaide",0.34
"1222",2020,"2020-06-14",2,"North Melbourne",0.27
"1223",2020,"2020-06-14",2,"Greater Western Sydney",0.73
"1224",2020,"2020-06-14",2,"Essendon",0.45
"1225",2020,"2020-06-14",2,"Sydney",0.55
"1226",2020,"2020-06-14",2,"St Kilda",0.42
"1227",2020,"2020-06-14",2,"Western Bulldogs",0.58
"1228",2020,"2020-06-18",3,"Hawthorn",0.37
"1229",2020,"2020-06-18",3,"Richmond",0.63
"1230",2020,"2020-06-19",3,"Western Bulldogs",0.48
"1231",2020,"2020-06-19",3,"Greater Western Sydney",0.52
"1232",2020,"2020-06-20",3,"Sydney",0.4
"1233",2020,"2020-06-20",3,"North Melbourne",0.6
"1234",2020,"2020-06-20",3,"Collingwood",0.64
"1235",2020,"2020-06-20",3,"St Kilda",0.36
"1236",2020,"2020-06-20",3,"Brisbane Lions",0.51
"1237",2020,"2020-06-20",3,"West Coast",0.49
"1238",2020,"2020-06-20",3,"Carlton",0.22
"1239",2020,"2020-06-20",3,"Geelong",0.78
"1240",2020,"2020-06-21",3,"Gold Coast",0.51
"1241",2020,"2020-06-21",3,"Adelaide",0.49
"1242",2020,"2020-06-21",3,"Port Adelaide",0.68
"1243",2020,"2020-06-21",3,"Fremantle",0.32
"1244",2020,"2020-06-25",4,"Western Bulldogs",0.44
"1245",2020,"2020-06-25",4,"Sydney",0.56
"1246",2020,"2020-06-26",4,"Greater Western Sydney",0.46
"1247",2020,"2020-06-26",4,"Collingwood",0.54
"1248",2020,"2020-06-27",4,"Port Adelaide",0.62
"1249",2020,"2020-06-27",4,"West Coast",0.38
"1250",2020,"2020-06-27",4,"St Kilda",0.3
"1251",2020,"2020-06-27",4,"Richmond",0.7
"1252",2020,"2020-06-27",4,"Carlton",0.45
"1253",2020,"2020-06-27",4,"Essendon",0.55
"1254",2020,"2020-06-27",4,"Gold Coast",0.56
"1255",2020,"2020-06-27",4,"Fremantle",0.44
"1256",2020,"2020-06-28",4,"Brisbane Lions",0.86
"1257",2020,"2020-06-28",4,"Adelaide",0.14
"1258",2020,"2020-06-28",4,"Geelong",0.63
"1259",2020,"2020-06-28",4,"Melbourne",0.37
"1260",2020,"2020-06-28",4,"Hawthorn",0.62
"1261",2020,"2020-06-28",4,"North Melbourne",0.38
"1262",2020,"2020-07-03",5,"Essendon",0.27
"1263",2020,"2020-07-03",5,"Collingwood",0.73
"1264",2020,"2020-07-02",5,"St Kilda",0.54
"1265",2020,"2020-07-02",5,"Carlton",0.46
"1266",2020,"2020-07-04",5,"Geelong",0.77
"1267",2020,"2020-07-04",5,"Gold Coast",0.23
"1268",2020,"2020-07-04",5,"Western Bulldogs",0.54
"1269",2020,"2020-07-04",5,"North Melbourne",0.46
"1270",2020,"2020-07-04",5,"Brisbane Lions",0.5
"1271",2020,"2020-07-04",5,"Port Adelaide",0.5
"1272",2020,"2020-07-05",5,"Fremantle",0.58
"1273",2020,"2020-07-05",5,"Adelaide",0.42
"1274",2020,"2020-07-05",5,"Greater Western Sydney",0.55
"1275",2020,"2020-07-05",5,"Hawthorn",0.45
"1276",2020,"2020-07-04",5,"West Coast",0.6
"1277",2020,"2020-07-04",5,"Sydney",0.4
"1278",2020,"2020-07-05",5,"Richmond",0.64
"1279",2020,"2020-07-05",5,"Melbourne",0.36
"1280",2020,"2020-07-09",6,"Geelong",0.41
"1281",2020,"2020-07-09",6,"Brisbane Lions",0.59
"1282",2020,"2020-07-10",6,"Collingwood",0.56
"1283",2020,"2020-07-10",6,"Hawthorn",0.44
"1284",2020,"2020-07-11",6,"Fremantle",0.35
"1285",2020,"2020-07-11",6,"St Kilda",0.65
"1286",2020,"2020-07-11",6,"West Coast",0.83
"1287",2020,"2020-07-11",6,"Adelaide",0.17
"1288",2020,"2020-07-11",6,"Melbourne",0.62
"1289",2020,"2020-07-11",6,"Gold Coast",0.38
"1290",2020,"2020-07-11",6,"Essendon",0.6
"1291",2020,"2020-07-11",6,"North Melbourne",0.4
"1292",2020,"2020-07-12",6,"Port Adelaide",0.52
"1293",2020,"2020-07-12",6,"Greater Western Sydney",0.48
"1294",2020,"2020-07-12",6,"Richmond",0.61
"1295",2020,"2020-07-12",6,"Sydney",0.39
"1296",2020,"2020-07-12",6,"Carlton",0.37
"1297",2020,"2020-07-12",6,"Western Bulldogs",0.63
"1298",2020,"2020-07-16",7,"Collingwood",0.51
"1299",2020,"2020-07-16",7,"Geelong",0.49
"1300",2020,"2020-07-17",7,"Western Bulldogs",0.57
"1301",2020,"2020-07-17",7,"Essendon",0.43
"1302",2020,"2020-07-18",7,"Brisbane Lions",0.55
"1303",2020,"2020-07-18",7,"Greater Western Sydney",0.45
"1304",2020,"2020-07-18",7,"Gold Coast",0.52
"1305",2020,"2020-07-18",7,"Sydney",0.48
"1306",2020,"2020-07-18",7,"Richmond",0.62
"1307",2020,"2020-07-18",7,"North Melbourne",0.38
"1308",2020,"2020-07-19",7,"Port Adelaide",0.65
"1309",2020,"2020-07-19",7,"Carlton",0.35
"1310",2020,"2020-07-19",7,"Melbourne",0.46
"1311",2020,"2020-07-19",7,"Hawthorn",0.54
"1312",2020,"2020-07-19",7,"West Coast",0.72
"1313",2020,"2020-07-19",7,"Fremantle",0.28
"1314",2020,"2020-07-20",7,"St Kilda",0.74
"1315",2020,"2020-07-20",7,"Adelaide",0.26
"1316",2020,"2020-07-23",8,"Western Bulldogs",0.58
"1317",2020,"2020-07-23",8,"Gold Coast",0.42
"1318",2020,"2020-07-24",8,"Greater Western Sydney",0.61
"1319",2020,"2020-07-24",8,"Richmond",0.39
"1320",2020,"2020-07-25",8,"Carlton",0.66
"1321",2020,"2020-07-25",8,"North Melbourne",0.34
"1322",2020,"2020-07-25",8,"Sydney",0.44
"1323",2020,"2020-07-25",8,"Hawthorn",0.56
"1324",2020,"2020-07-25",8,"St Kilda",0.29
"1325",2020,"2020-07-25",8,"Port Adelaide",0.71
"1326",2020,"2020-07-26",8,"Essendon",0.63
"1327",2020,"2020-07-26",8,"Adelaide",0.37
"1328",2020,"2020-07-26",8,"West Coast",0.53
"1329",2020,"2020-07-26",8,"Collingwood",0.47
"1330",2020,"2020-07-26",8,"Brisbane Lions",0.65
"1331",2020,"2020-07-26",8,"Melbourne",0.35
"1332",2020,"2020-07-27",8,"Geelong",0.64
"1333",2020,"2020-07-27",8,"Fremantle",0.36
"1334",2020,"2020-07-29",9,"Richmond",0.42
"1335",2020,"2020-07-29",9,"Western Bulldogs",0.58
"1336",2020,"2020-07-31",9,"Hawthorn",0.45
"1337",2020,"2020-07-31",9,"Carlton",0.55
"1338",2020,"2020-07-30",9,"Port Adelaide",0.58
"1339",2020,"2020-07-30",9,"Melbourne",0.42
"1340",2020,"2020-07-31",9,"Brisbane Lions",0.74
"1341",2020,"2020-07-31",9,"Essendon",0.26
"1342",2020,"2020-08-01",9,"North Melbourne",0.64
"1343",2020,"2020-08-01",9,"Adelaide",0.36
"1344",2020,"2020-08-01",9,"St Kilda",0.69
"1345",2020,"2020-08-01",9,"Sydney",0.31
"1346",2020,"2020-08-01",9,"West Coast",0.7
"1347",2020,"2020-08-01",9,"Geelong",0.3
"1348",2020,"2020-08-02",9,"Greater Western Sydney",0.68
"1349",2020,"2020-08-02",9,"Gold Coast",0.32
"1350",2020,"2020-08-02",9,"Fremantle",0.3
"1351",2020,"2020-08-02",9,"Collingwood",0.7
"1352",2020,"2020-08-03",10,"Port Adelaide",0.69
"1353",2020,"2020-08-03",10,"Western Bulldogs",0.31
"1354",2020,"2020-08-04",10,"Richmond",0.48
"1355",2020,"2020-08-04",10,"Brisbane Lions",0.52
"1356",2020,"2020-08-05",10,"Geelong",0.73
"1357",2020,"2020-08-05",10,"North Melbourne",0.27
"1358",2020,"2020-08-05",10,"Melbourne",0.74
"1359",2020,"2020-08-05",10,"Adelaide",0.26
"1360",2020,"2020-08-06",10,"Collingwood",0.77
"1361",2020,"2020-08-06",10,"Sydney",0.23
"1362",2020,"2020-08-06",10,"St Kilda",0.67
"1363",2020,"2020-08-06",10,"Gold Coast",0.33
"1364",2020,"2020-08-07",10,"Greater Western Sydney",0.7
"1365",2020,"2020-08-07",10,"Essendon",0.3
"1366",2020,"2020-08-08",11,"Port Adelaide",0.54
"1367",2020,"2020-08-08",11,"Richmond",0.46
"1368",2020,"2020-08-08",11,"Brisbane Lions",0.7
"1369",2020,"2020-08-08",11,"Western Bulldogs",0.3
"1370",2020,"2020-08-09",11,"West Coast",0.78
"1371",2020,"2020-08-09",11,"Carlton",0.22
"1372",2020,"2020-08-09",11,"Melbourne",0.53
"1373",2020,"2020-08-09",11,"North Melbourne",0.47
"1374",2020,"2020-08-10",11,"Geelong",0.63
"1375",2020,"2020-08-10",11,"St Kilda",0.37
"1376",2020,"2020-08-10",11,"Fremantle",0.44
"1377",2020,"2020-08-10",11,"Hawthorn",0.56
"1378",2020,"2020-08-11",11,"Collingwood",0.78
"1379",2020,"2020-08-11",11,"Adelaide",0.22
"1380",2020,"2020-08-12",11,"Gold Coast",0.43
"1381",2020,"2020-08-13",12,"Sydney",0.2
"1382",2020,"2020-08-13",12,"Greater Western Sydney",0.8
"1383",2020,"2020-08-14",12,"Geelong",0.49
"1384",2020,"2020-08-14",12,"Port Adelaide",0.51
"1385",2020,"2020-08-15",12,"Brisbane Lions",0.89
"1386",2020,"2020-08-15",12,"North Melbourne",0.11
"1387",2020,"2020-08-15",12,"Melbourne",0.4
"1388",2020,"2020-08-15",12,"Collingwood",0.6
"1389",2020,"2020-08-15",12,"Carlton",0.43
"1390",2020,"2020-08-15",12,"Fremantle",0.57
"1391",2020,"2020-08-16",12,"Western Bulldogs",0.84
"1392",2020,"2020-08-16",12,"Adelaide",0.16
"1393",2020,"2020-08-16",12,"St Kilda",0.68
"1394",2020,"2020-08-16",12,"Essendon",0.32
"1395",2020,"2020-08-16",12,"West Coast",0.8
"1396",2020,"2020-08-16",12,"Hawthorn",0.2
"1397",2020,"2020-08-17",12,"Richmond",0.8
"1398",2020,"2020-08-17",12,"Gold Coast",0.2
"1399",2020,"2020-08-21",13,"Carlton",0.64
"1400",2020,"2020-08-21",13,"Gold Coast",0.36
"1401",2020,"2020-08-22",13,"Western Bulldogs",0.55
"1402",2020,"2020-08-22",13,"Melbourne",0.45
"1403",2020,"2020-08-22",13,"Port Adelaide",0.84
"1404",2020,"2020-08-22",13,"Hawthorn",0.16
"1405",2020,"2020-08-22",13,"Richmond",0.79
"1406",2020,"2020-08-22",13,"Essendon",0.21
"1407",2020,"2020-08-22",13,"Fremantle",0.64
"1408",2020,"2020-08-22",13,"Sydney",0.36
"1409",2020,"2020-08-23",13,"Geelong",0.91
"1410",2020,"2020-08-23",13,"Adelaide",0.09
"1411",2020,"2020-08-23",13,"Brisbane Lions",0.69
"1412",2020,"2020-08-23",13,"St Kilda",0.31
"1413",2020,"2020-08-23",13,"West Coast",0.72
"1414",2020,"2020-08-23",13,"Greater Western Sydney",0.28
"1415",2020,"2020-08-24",13,"Collingwood",0.71
"1416",2020,"2020-08-24",13,"North Melbourne",0.29
"1417",2020,"2020-08-27",14,"Essendon",0.5
"1418",2020,"2020-08-27",14,"Hawthorn",0.5
"1419",2020,"2020-08-27",14,"Richmond",0.58
"1420",2020,"2020-08-27",14,"West Coast",0.42
"1421",2020,"2020-08-28",14,"Geelong",0.66
"1422",2020,"2020-08-28",14,"Western Bulldogs",0.34
"1423",2020,"2020-08-29",14,"Port Adelaide",0.87
"1424",2020,"2020-08-29",14,"Sydney",0.13
"1425",2020,"2020-08-29",14,"Greater Western Sydney",0.56
"1426",2020,"2020-08-29",14,"Fremantle",0.44
"1427",2020,"2020-08-29",14,"Melbourne",0.49
"1428",2020,"2020-08-29",14,"St Kilda",0.51
"1429",2020,"2020-08-30",14,"Collingwood",0.51
"1430",2020,"2020-08-30",14,"Carlton",0.49
"1431",2020,"2020-08-30",14,"Gold Coast",0.6
"1432",2020,"2020-08-30",14,"North Melbourne",0.4
"1433",2020,"2020-09-01",15,"Adelaide",0.32
"1434",2020,"2020-09-01",15,"Hawthorn",0.68
"1435",2020,"2020-09-01",15,"West Coast",0.69
"1436",2020,"2020-09-01",15,"Essendon",0.31
"1437",2020,"2020-09-02",15,"Richmond",0.88
"1438",2020,"2020-09-02",15,"Fremantle",0.12
"1439",2020,"2020-09-03",15,"Sydney",0.25
"1440",2020,"2020-09-03",15,"Melbourne",0.75
"1441",2020,"2020-09-03",15,"Greater Western Sydney",0.65
"1442",2020,"2020-09-03",15,"Carlton",0.35
"1443",2020,"2020-09-04",15,"Brisbane Lions",0.7
"1444",2020,"2020-09-04",15,"Collingwood",0.3
"1445",2020,"2020-09-05",16,"Port Adelaide",0.87
"1446",2020,"2020-09-05",16,"North Melbourne",0.13
"1447",2020,"2020-09-06",16,"St Kilda",0.77
"1448",2020,"2020-09-06",16,"Hawthorn",0.23
"1449",2020,"2020-09-06",16,"Geelong",0.8
"1450",2020,"2020-09-06",16,"Essendon",0.2
"1451",2020,"2020-09-06",16,"Western Bulldogs",0.56
"1452",2020,"2020-09-06",16,"West Coast",0.44
"1453",2020,"2020-09-07",16,"Fremantle",0.34
"1454",2020,"2020-09-07",16,"Melbourne",0.66
"1455",2020,"2020-09-08",16,"Adelaide",0.27
"1456",2020,"2020-09-08",16,"Greater Western Sydney",0.73
"1457",2020,"2020-09-08",16,"Carlton",0.61
"1458",2020,"2020-09-08",16,"Sydney",0.39
"1459",2020,"2020-09-09",16,"Brisbane Lions",0.75
"1460",2020,"2020-09-09",16,"Gold Coast",0.25
"1461",2020,"2020-09-10",17,"West Coast",0.43
"1462",2020,"2020-09-10",17,"St Kilda",0.57
"1463",2020,"2020-09-11",17,"Richmond",0.44
"1464",2020,"2020-09-11",17,"Geelong",0.56
"1465",2020,"2020-09-12",17,"Fremantle",0.66
"1466",2020,"2020-09-12",17,"North Melbourne",0.34
"1467",2020,"2020-09-12",17,"Port Adelaide",0.86
"1468",2020,"2020-09-12",17,"Essendon",0.14
"1469",2020,"2020-09-12",17,"Melbourne",0.43
"1470",2020,"2020-09-12",17,"Greater Western Sydney",0.57
"1471",2020,"2020-09-13",17,"Adelaide",0.27
"1472",2020,"2020-09-13",17,"Carlton",0.73
"1473",2020,"2020-09-13",17,"Western Bulldogs",0.76
"1474",2020,"2020-09-13",17,"Hawthorn",0.24
"1475",2020,"2020-09-13",17,"Brisbane Lions",0.73
"1476",2020,"2020-09-13",17,"Sydney",0.27
"1477",2020,"2020-09-14",17,"Collingwood",0.79
"1478",2020,"2020-09-14",17,"Gold Coast",0.21
"1479",2020,"2020-09-19",18,"Richmond",0.79
"1480",2020,"2020-09-19",18,"Adelaide",0.21
"1481",2020,"2020-09-19",18,"Brisbane Lions",0.8
"1482",2020,"2020-09-19",18,"Carlton",0.2
"1483",2020,"2020-09-21",18,"Port Adelaide",0.58
"1484",2020,"2020-09-21",18,"Collingwood",0.42
"1485",2020,"2020-09-19",18,"Melbourne",0.64
"1486",2020,"2020-09-19",18,"Essendon",0.36
"1487",2020,"2020-09-20",18,"Western Bulldogs",0.73
"1488",2020,"2020-09-20",18,"Fremantle",0.27
"1489",2020,"2020-09-20",18,"Hawthorn",0.47
"1490",2020,"2020-09-20",18,"Gold Coast",0.53
"1491",2020,"2020-09-17",18,"West Coast",0.88
"1492",2020,"2020-09-17",18,"North Melbourne",0.12
"1493",2020,"2020-09-18",18,"St Kilda",0.53
"1494",2020,"2020-09-18",18,"Greater Western Sydney",0.47
"1495",2020,"2020-06-11",2,"Richmond",0.55
"1496",2020,"2020-06-11",2,"Collingwood",0.45
"1497",2020,"2020-08-12",11,"Essendon",0.5
"1498",2020,"2020-08-12",11,"Gold Coast",0.5
"1499",2020,"2020-09-20",18,"Sydney",0.22
"1500",2020,"2020-09-20",18,"Geelong",0.78
